id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_1593,"HP 15-da1022TU (5NK80PA)/ i5-8265U/ 4G/ 1TB/ DVDRW/ 15.6/ Silver/ W10","Tên sản phẩm 
HP 15-da1022TU 
 
 
Model 
5NK80PA 
 
 
Màu sắc 
Silver 
 
 
Xuất xứ 
China 
 
 
Hệ điều hành 
 
 
Hệ điều hành 
Windows 10 Home 64 
 
 
Bộ vi xử lý 
 
 
Tên bộ vi xử lý 
Intel® Core i5-8265U Processor (1.6GHz,6MB) 
 
 
Số lõi 
4 
 
 
Tốc độ xung nhịp 
1.6 GHz 
 
 
Bộ nhớ đệm 
6 MB 
 
 
Bộ nhớ chính (RAM) 
 
 
Cài đặt theo máy 
4GB 
 
 
Công nghệ 
4 GB DDR4 
 
 
Ổ đĩa cứng (HDD) 
 
 
Dung lượng 
1TB 
 
 
Ổ đĩa quang (ODD) 
 
 
Ổ đĩa 
DVD-Writer 
 
 
Đồ họa 
 
 
Bộ xử lý đồ họa 
Intel HD 
 
 
Bộ nhớ đồ họa 
 
 
 
Màn hình 
 
 
Kích thước 
15.6' HD 
 
 
Tính năng 
15.6' diagonal HD BrightView WLED-backlit (1366 x 768) 
 
 
Cổng giao tiếp 
 
 
Cổng giao tiếp 
1 USB 2.0; 1 HDMI; 1 VGA; 1 RJ-45; 1 headphone/microphone combo; 2 USB 3.1 Gen 1 (Data transfer only) 
 
 
Kết nối mạng 
 
 
Wireless 
802.11b/g/n (1x1) Wi-Fi® and Bluetooth® 4.0 combo 
 
 
Network (RJ-45) 
Integrated 10/100/1000 GbE LAN 
 
 
Pin / AC Adaptor 
 
 
Pin kèm theo máy 
3-cell, 41 Wh Li-ion 
 
 
AC Adaptor (sạc máy tính) 
45 W AC power adapter 
 
 
Kích thước / trọng lượng 
 
 
Kích thước 
34 x 24 x 2.37 cm 
 
 
Trọng lượng 
1.9 kg",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_7.png,http://shopacg.bmic.edu.vn/san-pham/hp-15-da1022tu-5nk80pa-i5-8265u-4g-1tb-dvdrw-15-6-silver-w10/,"HP","Shop Linh Kiện Máy Tính",13090000VND,in stock,wc_post_id_1593,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1593,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,13090000VND,new,published,,
wc_post_id_1590,"HP 348 G7 (9PH16PA)/ i7-10510U/ 8G/ 512GB SSD/ 14.0'/ Dos","THÔNG SỐ KỸ THUẬT 
 
 
 
Tên sản phẩm 
HP 348 G7 
 
 
Model 
9PH16PA 
 
 
Màu sắc 
Silver 
 
 
Hệ điều hành 
 
 
Hệ điều hành 
FreeDos 
 
 
Bộ vi xử lý 
 
 
Tên bộ vi xử lý 
Intel® Core™ i7-10510U (1.8 GHz, 8 MB cache) 
 
 
Bộ nhớ chính (RAM) 
 
 
Cài đặt theo máy 
8 GB DDR4 
 
 
Ổ đĩa cứng (HDD) 
 
 
Dung lượng 
512 GB SSD 
 
 
Đồ họa 
 
 
Bộ xử lý đồ họa 
Intel HD Graphics 620 
 
 
Màn hình 
 
 
Kích thước 
14' diagonal Full HD display (1920 x 1080) 
 
 
Cổng giao tiếp 
 
 
Cổng giao tiếp 
3 USB 3.1 Gen 1; 
 
 
1 USB 3.1 Type-C™; 
 
 
1 RJ-45; 
 
 
1 headphone/microphone combo; 
 
 
1 HDMI 1.4; 
 
 
1 AC power 
 
 
Kết nối mạng 
 
 
Wireless 
Realtek 802.11ac (2x2) WLAN 
 
 
Network (RJ-45) 
Integrated 10/100/1000 GbE 
 
 
Bluetooth 
Bluetooth® 5 Combo 
 
 
Pin / AC Adaptor 
 
 
Pin kèm theo máy 
3-cell, 41 Wh Long Life Li-ion 
 
 
AC Adaptor (sạc máy tính) 
65 W Smart AC adapter 
 
 
Kích thước / trọng lượng 
 
 
Kích thước 
22.59 x 32.4 x 19.9 cm 
 
 
Trọng lượng 
Starting at 1.5 kg",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_6.jpg,http://shopacg.bmic.edu.vn/san-pham/hp-348-g7-9ph16pa-i7-10510u-8g-512gb-ssd-14-0-dos/,"HP","Shop Linh Kiện Máy Tính",19090000VND,in stock,wc_post_id_1590,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1590,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,19090000VND,new,published,,
VPL-EX430_1588,"SONY VPL-EX430","SONY VPL-EX430 
 
 
Máy chiếu SONY VPL-EX430 
 
- Công nghệ: 3 LCD BrightEra. 
 
- Độ sáng: 3,200 lumens. 
 
- Độ phân giải: XGA (1024 x 768). 
 
- Độ tương phản: 20.000:1. 
 
- Aspect ratio: 4:3. 
 
- Kích thước ảnh: 30 – 300 inch. 
 
- Độ phân giải XGA; có 7 chế độ hình ảnh. 
 
- Tuổi thọ bóng đèn: 10000 giờ. 
 
- Chỉnh vuông hình theo chiều dọc: ±30º. 
 
- Ngôn ngữ: 27 ngôn ngữ, trong đó có tiếng Việt. 
 
- Cổng kết nối: VGA In/Out; Video; S-Video; RS-232; RJ45; 2 x HDMI; USB (type-A, type-B). 
 
- Tự động bật nguồn khi có tín hiệu đầu vào; có thể tắt máy mang đi luôn; điều chỉnh Gamma. 
 
- Hỗ trợ trình chiếu không dây với máy tính và các thiết bị di động chạy hệ điều hành iOS và Android khi mua thêm 1 chiếc USB Wireless của Sony (IFU-WLM3). 
 
- Có cổng LAN để điều khiển và trình chiếu qua mạng. 
 
- Kích thước: 365 (W) x 96.2 (H) x 252 (D) mm. 
 
- Trọng lượng: 3.9kg. 
 
- Bảo hành: 2 năm cho máy, 1000 giờ hay 6 tháng cho bóng đèn chiếu (tùy theo điều kiện nào đến trước)",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk5.jpg,http://shopacg.bmic.edu.vn/san-pham/sony-vpl-ex430/,"MÁY CHIẾU","Shop Linh Kiện Máy Tính",13790000VND,in stock,VPL-EX430_1588,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1588,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,13790000VND,new,published,,
wc_post_id_1587,"HP Pavilion 15-dk0233TX (8DS86PA)/ i7-9750H/ 8Gb/ 512Gb SSD/ 15.6'/VGA 4GB/ Win 10/ Black","THÔNG SỐ KỸ THUẬT 
 
 
 
Tên sản phẩm 
Pavilion Gaming 15-dk0233TX 
 
 
Model 
8DS86PA 
 
 
Màu sắc 
black 
 
 
Hệ điều hành 
 
 
Hệ điều hành 
Windows 10 Home SL 
 
 
Bộ vi xử lý 
 
 
Tên bộ vi xử lý 
Intel® Core™ i7-9750H (2.6 GHz, 12MB cache, 8 cores) 
 
 
Bộ nhớ chính (RAM) 
 
 
Cài đặt theo máy 
8 GB 
 
 
Ổ đĩa cứng (HDD) 
 
 
Dung lượng 
512GB SSD (PCIe) 
 
 
Đồ họa 
 
 
Bộ xử lý đồ họa 
NVIDIA GeForce GTX 1650 4GB GDDR5 
 
 
Màn hình 
 
 
Kích thước 
15.6' diagonal FHD IPS anti-glare micro-edge WLED- backlit (1920 x 1080) 
 
 
Cổng giao tiếp 
 
 
Cổng giao tiếp 
1 HDMI; 1 headphone/microphone combo; 1 USB 3.1 Type-C™ Gen 1 (Data up to 5 Gb/s); 2 USB 3.1 Gen 1 (Data transfer only) 
 
 
Kết nối mạng 
 
 
Wireless 
Intel® Wireless-AC 9560 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 Combo 
 
 
Network (RJ-45) 
Integrated 10/100/1000 GbE LAN 
 
 
Pin / AC Adaptor 
 
 
Pin kèm theo máy 
3-cell, 52.5 Wh 
 
 
AC Adaptor (sạc máy tính) 
150 W AC power adapter 
 
 
Kích thước / trọng lượng 
 
 
Kích thước 
36 x 25.6 x 2.34 cm 
 
 
Trọng lượng 
Starting at 2.3 kg",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_5.jpg,http://shopacg.bmic.edu.vn/san-pham/hp-pavilion-15-dk0233tx-8ds86pa-i7-9750h-8gb-512gb-ssd-15-6-vga-4gb-win-10-black/,"HP","Shop Linh Kiện Máy Tính",26090000VND,in stock,wc_post_id_1587,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1587,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,25500000VND,new,published,,
PT-VX610_1571,"Panasonic PT-VX610","Panasonic PT-VX610 
 
 
TÍNH NĂNG 
 
 
 
Sản phẩm 
Máy chiếu 
 
 
Hãng sản xuất 
Panasonic 
 
 
Model 
PT-VX610 
 
 
Công nghệ 
LCD 
 
 
Độ thu phóng 
Kích thước phóng to màn hình 30-300” 
 
 
Độ tương phản 
16000:1 
 
 
Độ sáng 
5500 lumens 
 
 
Độ phân giải 
XGA (1024x768) 
 
 
Tuổi thọ đèn 
lên tới 7.000 giờ 
 
 
Loa 
10W 
 
 
Cổng giao tiếp 
Cổng kết nối: HDMI IN, COMPUTER 1 IN, COMPUTER 2 IN / MONITOR OUT, VIDEO IN, AUDIO 1 IN, AUDIO 2 IN (MIC IN), AUDIO 3 IN, AUDIO OUT, SERIAL IN, USB A, LAN. 
 
 
Kích thước 
Kích thước 389x125x332mm 
 
 
Trọng lượng 
4.8 Kg 
 
 
Mô tả khác 
Điều chỉnh góc nghiêng và chỉnh vuông hình. 
 
 
Bảo hành 
12 tháng cho thân máy, 12 tháng hoặc 3000h cho khối lăng kính, 03 tháng hoặc 500 giờ cho bóng đèn. tùy điều kiện nào đến trước",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk4.jpg,http://shopacg.bmic.edu.vn/san-pham/panasonic-pt-vx610/,"MÁY CHIẾU","Shop Linh Kiện Máy Tính",26790000VND,in stock,PT-VX610_1571,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1571,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26790000VND,new,published,,
wc_post_id_1585,"HP 348 G7 (9PG93PA)/ i5-10210U/ 4G/ 256GB SSD/ 14.0/ Dos","THÔNG SỐ KỸ THUẬT 
 
 
 
Tên sản phẩm 
HP 348 G7 
 
 
Model 
9PG93PA 
 
 
Màu sắc 
Silver 
 
 
Hệ điều hành 
 
 
Hệ điều hành 
FreeDos 
 
 
Bộ vi xử lý 
 
 
Tên bộ vi xử lý 
Intel® Core™ i5-10210U (1.6 GHz, 6 MB cache) 
 
 
Bộ nhớ chính (RAM) 
 
 
Cài đặt theo máy 
4 GB DDR4 
 
 
Ổ đĩa cứng (HDD) 
 
 
Dung lượng 
256 GB SSD 
 
 
Đồ họa 
 
 
Bộ xử lý đồ họa 
Intel HD Graphics 620 
 
 
Màn hình 
 
 
Kích thước 
14' diagonal Full HD display (1920 x 1080) 
 
 
Cổng giao tiếp 
 
 
Cổng giao tiếp 
3 USB 3.1 Gen 1; 
 
 
1 USB 3.1 Type-C™; 
 
 
1 RJ-45; 
 
 
1 headphone/microphone combo; 
 
 
1 HDMI 1.4; 
 
 
1 AC power 
 
 
Kết nối mạng 
 
 
Wireless 
Realtek 802.11ac (2x2) WLAN 
 
 
Network (RJ-45) 
Integrated 10/100/1000 GbE 
 
 
Bluetooth 
Bluetooth® 5 Combo 
 
 
Pin / AC Adaptor 
 
 
Pin kèm theo máy 
3-cell, 41 Wh Long Life Li-ion 
 
 
AC Adaptor (sạc máy tính) 
65 W Smart AC adapter 
 
 
Kích thước / trọng lượng 
 
 
Kích thước 
22.59 x 32.4 x 19.9 cm 
 
 
Trọng lượng 
Starting at 1.5 kg",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_4.jpg,http://shopacg.bmic.edu.vn/san-pham/hp-348-g7-9pg93pa-i5-10210u-4g-256gb-ssd-14-0-dos/,"HP","Shop Linh Kiện Máy Tính",13690000VND,in stock,wc_post_id_1585,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1585,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,13690000VND,new,published,,
wc_post_id_1583,"HP Probook 440 G6 (5YM62PA)/ i7-8565U/ 8GB/ 1TB/ 14.0'/ Silver","Hãng sản xuất                                   HP 
 
 
Tên sản phẩm                                   ProBook 440 G6 5YM62PA - Bạc 
 
 
Bộ vi xử lý 
 
 
Bộ vi xử lý 
Intel® Core™ i7-8565U 
 
 
Tốc độ 
1.80 upto 4.60GHz, 4 nhân 8 luồng 
 
 
Bộ nhớ đệm 
8MB Cache 
 
 
Bộ nhớ trong 
 
 
Dung lượng 
8GB DDR4 2400Mhz 
 
 
Ổ cứng 
 
 
Dung lượng 
1TB SATA 
 
 
Tốc độ vòng quay 
 5400 rpm 
 
 
Hiển thị 
 
 
Màn hình 
14' FHD IPS 
 
 
Độ phân giải 
1920 x 1080 
 
 
Đồ Họa (VGA) 
 
 
Card màn hình 
Đồ họa UHD Intel® 620 
 
 
Kết nối (Network) 
 
 
Wireless 
AC 9560 802.11a/b/g/n/ac (2x2) 
 
 
Lan 
10/100/1000 GbE 
 
 
Bluetooth 
Bluetooth v4.2 Combo 
 
 
Bàn phím , Chuột 
 
 
Kiểu bàn phím 
Bàn phím tiêu chuẩn 
 
 
Chuột 
Cảm ứng đa điểm 
 
 
Giao tiếp mở rộng 
 
 
Kết nối USB 
2 USB 3.1 Gen 1 
 
 
1 USB 3.1 Type-C™ Gen 1 (Power delivery, DisplayPort™) 
 
 
1 USB 2.0 (power port) 
 
 
Kết nối HDMI/VGA 
1xHDMI 
 
 
Khe cắm thẻ nhớ 
Có 
 
 
Tai nghe 
1x jack 3.5mn 
 
 
Camera 
HD camera 
 
 
Dung lượng pin 
3-cell, 45 Wh 
 
 
Sạc pin 
Đi kèm 
 
 
Hệ điều hành đi kèm 
FreeDos 
 
 
Trọng Lượng 
1.6 kg 
 
 
Màu sắc 
Bạc",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_3.png,http://shopacg.bmic.edu.vn/san-pham/hp-probook-440-g6-5ym62pa-i7-8565u-8gb-1tb-14-0-silver/,"HP","Shop Linh Kiện Máy Tính",17990000VND,in stock,wc_post_id_1583,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1583,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,16000000VND,new,published,,
wc_post_id_1582,"HP Probook 430 G5 (2ZD49PA)/ i5-8250U/ 4G/ 500G/ 13.3/ Silver","Hãng sản xuất                       HP 
 
 
Tên sản phẩm                       HP Probook 430 G5 2ZD49PA - Vỏ nhôm Bạc 
 
 
Bộ vi xử lý 
 
 
Bộ vi xử lý 
Intel® Core™ i5-8250U 
 
 
Tốc độ 
1.6GHz Upto 3.4GHz 
 
 
Bộ nhớ đệm 
6MB Cache 
 
 
Bộ nhớ trong 
 
 
Dung lượng 
4GB DDR4 2400MHz 
 
 
Số khe cắm 
Còn 1 slot 
 
 
Ổ cứng 
 
 
Dung lượng 
500GB HDD 
 
 
Tốc độ vòng quay 
7200rpm 
 
 
Ổ đĩa quang (ODD) 
 
 
 
Hiển thị 
 
 
Màn hình 
13.3' diagonal HD anti-glare LED-backlit 
 
 
Độ phân giải 
1366x768 
 
 
Đồ Họa (VGA) 
 
 
Card màn hình 
Intel UHD Graphics 620 
 
 
Kết nối (Network) 
 
 
Wireless 
 Intel® 802.11a/b/g/n/ac (2x2) and Bluetooth® 4.2 Combo 
 
 
Lan 
Realtek RTL8111HSH GbE 
 
 
Bluetooth 
Bluetooth v4.2 
 
 
Bàn phím , Chuột 
 
 
Kiểu bàn phím 
Bàn phím tiêu chuẩn, có đèn bàn phím 
 
 
Chuột 
Cảm ứng đa điểm 
 
 
Giao tiếp mở rộng 
 
 
Kết nối USB 
2 USB 3.0 (1 charging) 
 
 
Kết nối HDMI/VGA 
1xHDMI, 1xVGA 
 
 
Khe cắm thẻ nhớ 
1 microSD Media card reader 
 
 
Tai nghe 
1x jack 3.5 
 
 
Camera 
720p HD Webcam 
 
 
Bảo mật vân tay 
Có 
 
 
Dung lượng pin 
3 cell 48WHr 
 
 
Sạc pin 
Đi kèm 
 
 
Hệ điều hành đi kèm 
PC DOS 
 
 
Trọng Lượng 
1.6 kg 
 
 
Màu sắc 
Bạc",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_2.jpg,http://shopacg.bmic.edu.vn/san-pham/hp-probook-430-g5-2zd49pa-i5-8250u-4g-500g-13-3-silver/,"HP","Shop Linh Kiện Máy Tính",15000000VND,in stock,wc_post_id_1582,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1582,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,14500000VND,new,published,,
wc_post_id_1570,"HP 14s-dq1065TU (9TZ44PA)/ i5-1035G1/ 8GB/ 512GB/ 14.0/ W10","THÔNG SỐ KỸ THUẬT 
 
 
 
Hãng sản xuất                                              HP 
 
 
Tên sản phẩm                                              14s-dq1065TU 9TZ44PA 
 
 
Bộ vi xử lý 
 
 
Bộ vi xử lý 
Intel® Core™ i5-1035G1 
 
 
Tốc độ 
1.00GHz base frequency, up to 3.60GHz with Intel® Turbo Boost Technology, 6 MB cache, 4 cores 8 threads 
 
 
Bộ nhớ đệm 
6MB Cache 
 
 
Bộ nhớ trong (RAM) 
 
 
Dung lượng 
8GB DDR4 
 
 
Ổ cứng 
 
 
Dung lượng 
512GB SSD 
 
 
Hiển thị 
 
 
Màn hình 
14.0 inch 
 
 
Độ phân giải 
 
 
 
Đồ Họa (VGA) 
 
 
Card màn hình 
Intel® UHD Graphics 
 
 
Kết nối (Network) 
 
 
Wireless 
Realtek 802.11 a/b/g/n/ac (1x1) 
 
 
LAN 
 
 
 
Bluetooth 
Bluetooth® 4.2 Combo 
 
 
Bàn phím , Chuột 
 
 
Kiểu bàn phím 
Bàn phím tiêu chuẩn 
 
 
Chuột 
Cảm ứng đa điểm 
 
 
Giao tiếp mở rộng 
 
 
Kết nối USB 
1 USB 3.1 Gen 1 Type-C™ (Data Transfer Only, 5 Gb/s signaling rate); 
 
 
2 USB 3.1 Gen 1 Type-A (Data Transfer Only 
 
 
Kết nối HDMI/VGA 
1 HDMI 1.4b 
 
 
Tai nghe 
1 headphone/microphone combo 
 
 
Camera 
HD Camera with integrated digital microphone 
 
 
LOA 
2 Loa 
 
 
Kiểu Pin 
3-cell, 41 Wh Li-ion 
 
 
Sạc pin 
Đi kèm 
 
 
Hệ điều hành (bản quyền) đi kèm 
Windows 10 Home 
 
 
Kích thước (Dài x Rộng x Cao) 
32.4 x 22.5 x 1.8 cm 
 
 
Trọng Lượng 
1.47 kg 
 
 
Màu sắc 
Bạc",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_1.jpg,http://shopacg.bmic.edu.vn/san-pham/hp-14s-dq1065tu-9tz44pa-i5-1035g1-8gb-512gb-14-0-w10/,"HP","Shop Linh Kiện Máy Tính",15590000VND,in stock,wc_post_id_1570,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1570,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,14000000VND,new,published,,
SUPS-C2KR_1567,"Santak UPS online 02 KVA w/Software RackMount","Santak UPS online 02 KVA w/Software RackMount 
 
 
TÍNH NĂNG 
Công nghệ trực tuyến chuyển đổi kép, được điều khiển bằng vi xử lý. 
- Ngưỡng điện áp nguồn vào rộng 
- Thời gian chuyển mạch bằng không (= 0) 
- Bảo vệ hầu hết các sự cố về nguồn điện 
- Tự kiểm tra hệ thống khi khởi động Bộ lưu điện 
- Cảnh báo khi dây tiếp đất không đạt tiêu chuẩn 
- Có thể khởi động Bộ lưu điện bằng nguồn ắc qui mà không cần đến điện lưới. 
- Giao tiếp máy tính chuẩn RS232 và khe cắm thông minh. 
- Quản trị hệ thống bằng phần mềm Winpower / Webpower (khi dùng card Webpower) thông qua chuẩn giao tiếp RS232 (hoặc khe cắm thông minh) 
- Tự động chuyển sang chế độ điện lưới trực tiếp khi quá tải. 
- Ắc qui chuyên dụng không cần bảo dưỡng. 
THÔNG SỐ KỸ THUẬT 
 
  
 
 
 
 NGUỒN VÀO 
 
 
Điện áp danh định 
220 VAC 
 
 
Ngưỡng điện áp 
115 ~ 300 VAC 
 
 
Số pha 
1 pha (2 dây + dây tiếp đất) 
 
 
Tần số danh định 
50 Hz (46Hz ~ 54Hz) 
 
 
Hệ số công suất 
0.97 
 
 
 NGUỒN RA 
 
 
Công suất 
2 KVA / 1.4 KW 
 
 
Điện áp 
220 VAC  ± 2% 
 
 
Số pha 
1 pha (2 dây + dây tiếp đất) 
 
 
Dạng sóng 
Sóng sine thật ở mọi trạng thái điện lưới và không phụ thuộc vào dung lượng còn lại của nguồn ắc qui. 
 
 
Tần số 
Đồng bộ với nguồn vào 
hoặc 50Hz ± 0.2Hz (Chế độ ắc qui) 
 
 
Hiệu suất 
88% (Chế độ điện lưới, ắc qui) 
 
 
Khả năng chịu quá tải 
108% ~ 150% trong vòng 30 giây 
 
 
CHẾ ĐỘ BYPASS 
 
 
Tự động chuyển sang chế độ Bypass 
Quá tải, UPS lỗi, mức ắc qui thấp 
 
 
Công tắc bảo dưỡng 
Không 
 
 
 ẮC QUI 
 
 
Loại ắc qui 
12VDC, kín khí, không cần bảo dưỡng, tuổi thọ &gt; 3 năm 
 
 
Thời gian lưu điện 
50% Tải 
21 phút 
 
 
100% Tải 
9 phút 
 
 
 GIAO DIỆN 
 
 
Bảng điều khiển 
Nút khởi động / Tắt còi báo / Nút tắt nguồn 
 
 
LED hiển thị các trạng thái 
Chế độ điện lưới, chế độ ắc qui, chế độ Bypass, dung lượng tải, dung lượng ắc qui, báo trạng thái hư hỏng. 
 
 
Cổng giao tiếp 
RS232, khe thông minh, RJ11, RJ45 
 
 
Phần mềm quản lý 
Phần mềm quản trị Winpower đi kèm, cho phép giám sát, tự động bật / tắt UPS và hệ thống 
 
 
Thời gian chuyển mạch 
0 mili giây 
 
 
MÔI TRƯỜNG HOẠT ĐỘNG 
 
 
Nhiệt độ môi trường hoạt động 
0 ~ 40 oC 
 
 
Độ ẩm môi trường hoạt động 
20 ~ 90%, không kết tụ hơi nước 
 
 
CÁC TIÊU CHUẨN 
 
 
Độ ồn khi máy hoạt động 
50dB không tính còi báo 
 
 
Trường điện từ 
IEC 61000-4-2 (ESD) - Level 4 
IEC 61000-4-3 (RS) - Level 3 
IEC 61000-4-4(EFT) - Level 4 
IEC 61000-4-5 (Surge) - Level 4 
 
 
Dẫn điện và phát xạ 
En55022 CLASS B 
 
 
Chức năng tắt nguồn khẩn cấp (EPO) 
Tùy chọn 
 
 
 KÍCH THƯỚC / TRỌNG LƯỢNG 
 
 
Kích thước UPS 
(R x D x C) (mm) 
482 x 450 x 88 (2U) 
 
 
Trọng lượng UPS tịnh (kg) 
10.3 
 
 
Kích thước ắc qui 
(R x D x C) (mm) 
482 x 450 x 88 (2U) 
 
 
Trọng lượng ắc qui tịnh 
(kg) 
25.3",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk3.jpg,http://shopacg.bmic.edu.vn/san-pham/santak-ups-online-02-kva-w-software-rackmount/,"BỘ LƯU ĐIỆN","Shop Linh Kiện Máy Tính",23890000VND,in stock,SUPS-C2KR_1567,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1567,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,23890000VND,new,published,,
